id	baseMean	log2FoldChange	pvalue	padj	Direction	WR260145T	WR260146T	WR260141T	WR260142T	Uniprot	GO	KEGG	Card	VFDB	PHI	COG	eggNOG	CAZy	NT	Pfam
ENSMUSG00000026239(Pde6d)	55.4369261845722	-1.44621705086858	0.000680732311039037	0.00597550067420778	Down	38	32	91	56	sp|O55057|PDE6D_MOUSE Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta OS=Mus musculus OX=10090 GN=Pde6d PE=1 SV=1	GO:0047555 3',5'-cyclic-GMP phosphodiesterase activity molecular_function|GO:0005095 GTPase inhibitor activity molecular_function|GO:0031267 small GTPase binding molecular_function|GO:0007602 phototransduction biological_process|GO:0007601 visual perception biological_process|GO:0042995 cell projection cellular_component|GO:0005737 cytoplasm cellular_component|GO:0031410 cytoplasmic vesicle cellular_component|GO:0030659 cytoplasmic vesicle membrane cellular_component|GO:0005856 cytoskeleton cellular_component|GO:0005829 cytosol cellular_component	pyu:121014260 -- -- --	--	VFG005248(gb|WP_011529035)	W7LWT0|PHI:3052|Fvhap2|117187|Fusarium_verticillioides|reduced_virulence	--	10116.ENSRNOP00000023430 KOG2445@1|root,KOG4794@1|root,KOG2445@2759|Eukaryota,KOG4794@2759|Eukaryota,38GGF@33154|Opisthokonta,3BFZI@33208|Metazoa,3CUQR@33213|Bilateria,48KHB@7711|Chordata,49HCQ@7742|Vertebrata,3JIYF@40674|Mammalia,35UPP@314146|Euarchontoglires,4QAEU@9989|Rodentia Centrosomal protein	--	XP_046941405.1 retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta [Lynx rufus]	PF13054.10|DUF3915|Protein of unknown function (DUF3915)
ENSMUSG00000058603(Rpl28-ps1)	531.812117446771	-1.14442422858554	2.44214539673078e-10	1.23643066412038e-08	Down	427	351	716	590	sp|P41105|RL28_MOUSE Large ribosomal subunit protein eL28 OS=Mus musculus OX=10090 GN=Rpl28 PE=1 SV=2	GO:0003735 structural constituent of ribosome molecular_function|GO:0002181 cytoplasmic translation biological_process|GO:0140242 translation at postsynapse biological_process|GO:0140236 translation at presynapse biological_process|GO:0044297 cell body cellular_component|GO:0005737 cytoplasm cellular_component|GO:0036464 cytoplasmic ribonucleoprotein granule cellular_component|GO:0005829 cytosol cellular_component|GO:0022625 cytosolic large ribosomal subunit cellular_component|GO:0022626 cytosolic ribosome cellular_component|GO:0030425 dendrite cellular_component|GO:0098794 postsynapse cellular_component|GO:0098793 presynapse cellular_component|GO:0005840 ribosome cellular_component|GO:0045202 synapse cellular_component	mmu:19943 K02903 large subunit ribosomal protein L28e mmu03010 Ribosome|:::|mmu05171 Coronavirus disease - COVID-19	--	--	--	--	10029.XP_007635701.1 KOG3412@1|root,KOG3412@2759|Eukaryota,3A3PZ@33154|Opisthokonta,3BPJE@33208|Metazoa,3D6JE@33213|Bilateria,48E3E@7711|Chordata,49AXC@7742|Vertebrata,3JGG5@40674|Mammalia,35PW5@314146|Euarchontoglires,4Q5DD@9989|Rodentia ribosomal protein	--	NP_033107.1 large ribosomal subunit protein eL28 [Mus musculus]	PF01778.21|Ribosomal_L28e|Ribosomal L28e protein family
ENSMUSG00000026356(Dars1)	103.36856872191	1.12923485282207	0.000840225887583038	0.00712286166633511	Up	156	176	77	41	sp|Q922B2|SYDC_MOUSE Aspartate--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Dars1 PE=1 SV=2	GO:0004815 aspartate-tRNA ligase activity molecular_function|GO:0005524 ATP binding molecular_function|GO:0003723 RNA binding molecular_function|GO:0006422 aspartyl-tRNA aminoacylation biological_process|GO:0017101 aminoacyl-tRNA synthetase multienzyme complex cellular_component|GO:0005737 cytoplasm cellular_component|GO:0005829 cytosol cellular_component|GO:0045202 synapse cellular_component	mcal:110296012 K22503 aspartyl-tRNA synthetase [EC:6.1.1.12] mcal00970 Aminoacyl-tRNA biosynthesis	--	--	I1RKY2|PHI:1578|Gzob018|5518|Fusarium_graminearum|unaffected_pathogenicity	AMD30077_1|COG0017|Aspartyl/asparaginyl-tRNA synthetase	10029.XP_007636149.1 COG0017@1|root,KOG0556@2759|Eukaryota,38CRQ@33154|Opisthokonta,3BACR@33208|Metazoa,3CR95@33213|Bilateria,481Q5@7711|Chordata,48XH4@7742|Vertebrata,3J3QU@40674|Mammalia,35960@314146|Euarchontoglires,4PTMG@9989|Rodentia aspartyl-tRNA aminoacylation	--	EDL09486.1 mCG147332 [Mus musculus]	PF00152.24|tRNA-synt_2|tRNA synthetases class II (D, K
ENSMUSG00000094122(Rpl31-ps9)	20.4480605317405	-1.48494254078295	0.0301437335682399	0.110638571200935	Down	10	15	26	27	sp|P62902|RL31_RAT Large ribosomal subunit protein eL31 OS=Rattus norvegicus OX=10116 GN=Rpl31 PE=2 SV=1	GO:0003735 structural constituent of ribosome molecular_function|GO:0002181 cytoplasmic translation biological_process|GO:0005737 cytoplasm cellular_component|GO:0022625 cytosolic large ribosomal subunit cellular_component|GO:0022626 cytosolic ribosome cellular_component|GO:0005654 nucleoplasm cellular_component|GO:0042788 obsolete polysomal ribosome cellular_component|GO:0045202 synapse cellular_component	mmu:114641 K02910 large subunit ribosomal protein L31e mmu03010 Ribosome|:::|mmu05171 Coronavirus disease - COVID-19	--	VFG038898(gb|WP_016350201)	G4N2P7|PHI:7021|Mojmj1|318829|Magnaporthe_oryzae|reduced_virulence	--	10029.XP_007642112.1 COG2097@1|root,KOG0893@2759|Eukaryota,3A3JD@33154|Opisthokonta,3BQAW@33208|Metazoa,3D67S@33213|Bilateria,48DZX@7711|Chordata,49AVI@7742|Vertebrata,3JGIV@40674|Mammalia,35PRK@314146|Euarchontoglires,4Q57T@9989|Rodentia Ribosomal protein L31e	--	NP_000984.1 large ribosomal subunit protein eL31 isoform 1 [Homo sapiens]	PF01198.23|Ribosomal_L31e|Ribosomal protein L31e
ENSMUSG00000051223(Bzw1)	122.632326970808	1.17639958982402	0.000118323330346464	0.00142054098834945	Up	220	180	84	52	sp|Q6P7P5|5MP2_RAT eIF5-mimic protein 2 OS=Rattus norvegicus OX=10116 GN=Bzw1 PE=1 SV=1	GO:0006446 regulation of translational initiation biological_process|GO:0005737 cytoplasm cellular_component	mmu:118567643 -- -- --	--	VFG027373(gb|WP_015354181)	A0A0E0S657|PHI:1502|Gzhmg034|5518|Fusarium_graminearum|unaffected_pathogenicity	--	10029.XP_007611177.1 KOG2297@1|root,KOG2297@2759|Eukaryota,38DZM@33154|Opisthokonta,3BFWH@33208|Metazoa,3CTTS@33213|Bilateria,47YTE@7711|Chordata,48Z59@7742|Vertebrata,3J67M@40674|Mammalia,35BDA@314146|Euarchontoglires,4Q7PD@9989|Rodentia Basic leucine zipper and W2 domain-containing protein	--	BAG53303.1 unnamed protein product [Homo sapiens]	PF02020.22|W2|eIF4-gamma/eIF5/eIF2-epsilon
ENSMUSG00000026604(Ptpn14)	13.8623169387627	1.99491674071173	0.0196450272877163	NA	Up	27	25	6	4	sp|Q62130|PTN14_MOUSE Tyrosine-protein phosphatase non-receptor type 14 OS=Mus musculus OX=10090 GN=Ptpn14 PE=1 SV=2	GO:0004725 protein tyrosine phosphatase activity molecular_function|GO:0030971 receptor tyrosine kinase binding molecular_function|GO:0003712 transcription coregulator activity molecular_function|GO:0016311 dephosphorylation biological_process|GO:0001946 lymphangiogenesis biological_process|GO:0008285 negative regulation of cell population proliferation biological_process|GO:0046825 regulation of protein export from nucleus biological_process|GO:0005737 cytoplasm cellular_component|GO:0005856 cytoskeleton cellular_component|GO:0005654 nucleoplasm cellular_component|GO:0005634 nucleus cellular_component	mmu:19250 K18025 tyrosine-protein phosphatase non-receptor type 14/21 [EC:3.1.3.48] --	--	VFG041381(gb|WP_157858729)	I1RD96|PHI:3984|Fgsg_01588_(sc_gpi7)|5518|Fusarium_graminearum|unaffected_pathogenicity	--	10090.ENSMUSP00000095051 COG5599@1|root,KOG0792@2759|Eukaryota,38DER@33154|Opisthokonta,3BBEY@33208|Metazoa,3CV2R@33213|Bilateria,480G4@7711|Chordata,48VAW@7742|Vertebrata,3J3NQ@40674|Mammalia,35CR8@314146|Euarchontoglires,4Q10M@9989|Rodentia phosphatase, non-receptor type 14	--	BAC26118.1 unnamed protein product [Mus musculus]	PF00102.31|Y_phosphatase|Protein-tyrosine phosphatase
ENSMUSG00000037568(Vash2)	41.9538505921953	1.0488104409706	0.028364400499499	0.105824820613582	Up	74	59	28	21	sp|Q8C5G2|VASH2_MOUSE Tubulinyl-Tyr carboxypeptidase 2 OS=Mus musculus OX=10090 GN=Vash2 PE=1 SV=2	GO:0003779 actin binding molecular_function|GO:0004181 metallocarboxypeptidase activity molecular_function|GO:0008017 microtubule binding molecular_function|GO:0106423 tubulin-tyrosine carboxypeptidase molecular_function|GO:0061564 axon development biological_process|GO:0140253 cell-cell fusion biological_process|GO:0060716 labyrinthine layer blood vessel development biological_process|GO:0060711 labyrinthine layer development biological_process|GO:0060674 placenta blood vessel development biological_process|GO:0045766 positive regulation of angiogenesis biological_process|GO:0001938 positive regulation of endothelial cell proliferation biological_process|GO:0006508 proteolysis biological_process|GO:0045765 regulation of angiogenesis biological_process|GO:0000768 syncytium formation by plasma membrane fusion biological_process|GO:0005737 cytoplasm cellular_component|GO:0005856 cytoskeleton cellular_component|GO:0005829 cytosol cellular_component|GO:0005576 extracellular region cellular_component	mmu:226841 K23355 tubulinyl-Tyr carboxypeptidase [EC:3.4.17.17] --	--	VFG051097(gb|WP_000096545.1)	Q8IFL9|PHI:4105|Fikk4.2|5833|Plasmodium_falciparum|reduced_virulence	--	10090.ENSMUSP00000036768 2BW4P@1|root,2QPPX@2759|Eukaryota,38H2B@33154|Opisthokonta,3BBXI@33208|Metazoa,3CRWH@33213|Bilateria,4899W@7711|Chordata,48W61@7742|Vertebrata,3JAJR@40674|Mammalia,35JVN@314146|Euarchontoglires,4PS9Z@9989|Rodentia Vasohibin	--	KAK2086518.1 Tubulinyl-Tyr carboxypeptidase 2 [Saguinus oedipus]	PF14822.10|Vasohibin|Vasohibin
ENSMUSG00000026623(Lpgat1)	56.2816632027468	1.18648316206832	0.00702374044556443	0.0390530872380801	Up	84	98	26	34	sp|Q9QYX7|PCLO_MOUSE Protein piccolo OS=Mus musculus OX=10090 GN=Pclo PE=1 SV=4	GO:0005509 calcium ion binding molecular_function|GO:0005544 calcium-dependent phospholipid binding molecular_function|GO:0005522 profilin binding molecular_function|GO:0098882 structural constituent of presynaptic active zone molecular_function|GO:0001222 transcription corepressor binding molecular_function|GO:0007010 cytoskeleton organization biological_process|GO:0030073 insulin secretion biological_process|GO:0048790 maintenance of presynaptic active zone structure biological_process|GO:0098815 modulation of excitatory postsynaptic potential biological_process|GO:1903423 positive regulation of synaptic vesicle recycling biological_process|GO:0099526 presynapse to nucleus signaling pathway biological_process|GO:1904071 presynaptic active zone assembly biological_process|GO:0035418 protein localization to synapse biological_process|GO:0051036 regulation of endosome size biological_process|GO:0017157 regulation of exocytosis biological_process|GO:0050808 synapse organization biological_process|GO:0097091 synaptic vesicle clustering biological_process|GO:0016080 synaptic vesicle targeting biological_process|GO:0030424 axon cellular_component|GO:0044316 cone cell pedicle cellular_component|GO:0048788 cytoskeleton of presynaptic active zone cellular_component|GO:0030425 dendrite cellular_component|GO:0098982 GABA-ergic synapse cellular_component|GO:0098978 glutamatergic synapse cellular_component|GO:0005798 Golgi-associated vesicle cellular_component|GO:0030426 growth cone cellular_component|GO:0060077 inhibitory synapse cellular_component|GO:0031594 neuromuscular junction cellular_component|GO:0043025 neuronal cell body cellular_component|GO:0098688 parallel fiber to Purkinje cell synapse cellular_component|GO:0048471 perinuclear region of cytoplasm cellular_component|GO:0014069 postsynaptic density cellular_component|GO:0048786 presynaptic active zone cellular_component|GO:0098831 presynaptic active zone cytoplasmic component cellular_component|GO:0097470 ribbon synapse cellular_component|GO:0044317 rod spherule cellular_component|GO:0045202 synapse cellular_component|GO:0043195 terminal bouton cellular_component|GO:0005802 trans-Golgi network cellular_component	mcal:110296647 -- -- --	--	VFG002036(gb|WP_010874809)	G4YNY4|PHI:11607|Psfp1|67593|Phytophthora_sojae|reduced_virulence	--	10090.ENSMUSP00000101259 COG3590@1|root,KOG3624@2759|Eukaryota,38BNF@33154|Opisthokonta,3B9I2@33208|Metazoa,3CW8Q@33213|Bilateria,4835Y@7711|Chordata,491MX@7742|Vertebrata,3J22E@40674|Mammalia,35NFN@314146|Euarchontoglires,4PTNU@9989|Rodentia Membrane metallo-endopeptidase-like 1	--	BAE21857.1 unnamed protein product, partial [Mus musculus]	--
ENSMUSG00000049866(Arl4c)	101.623523425468	-1.25308727676433	0.000160072595437316	0.00181528236197779	Down	60	80	144	112	sp|Q3UZ18|ICE2_MOUSE Little elongation complex subunit 2 OS=Mus musculus OX=10090 GN=Ice2 PE=1 SV=2	GO:0045945 positive regulation of transcription by RNA polymerase III biological_process|GO:0042795 snRNA transcription by RNA polymerase II biological_process|GO:0042796 snRNA transcription by RNA polymerase III biological_process|GO:0015030 Cajal body cellular_component|GO:0005829 cytosol cellular_component|GO:0000791 euchromatin cellular_component|GO:0035363 histone locus body cellular_component|GO:0016604 nuclear body cellular_component|GO:0005654 nucleoplasm cellular_component|GO:0005634 nucleus cellular_component|GO:0008023 transcription elongation factor complex cellular_component	maua:121134596 K07945 ADP-ribosylation factor-like protein 4 --	--	VFG031246(gb|WP_003874095)	J9VL02|PHI:10013_PHI:10334|Atg16_(cnag_02576)|5207|Cryptococcus_neoformans|reduced_virulence	--	10116.ENSRNOP00000044114 KOG1508@1|root,KOG1508@2759|Eukaryota,38BTK@33154|Opisthokonta,3BFWB@33208|Metazoa,3CUC3@33213|Bilateria,484EB@7711|Chordata,497MY@7742|Vertebrata,3J374@40674|Mammalia,359BS@314146|Euarchontoglires,4Q1A7@9989|Rodentia Belongs to the nucleosome assembly protein (NAP) family	--	EDL92088.1 rCG55595 [Rattus norvegicus]	--
ENSMUSG00000055013(Agap1)	33.9780177772032	1.13408556666112	0.0338440300632646	0.1204152659039	Up	65	45	21	17	sp|Q8BXK8|AGAP1_MOUSE Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Agap1 PE=1 SV=1	GO:0005525 GTP binding molecular_function|GO:0005096 GTPase activator activity molecular_function|GO:0003924 GTPase activity molecular_function|GO:0046872 metal ion binding molecular_function|GO:0005543 phospholipid binding molecular_function|GO:0015031 protein transport biological_process|GO:0005829 cytosol cellular_component	mpah:110321305 K12491 Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1/3/4/5/6/9/11 mpah04144 Endocytosis	--	VFG019710(gb|WP_012503430)	Q4X0M4|PHI:2527|Sec31|746128|Aspergillus_fumigatus|lethal_loss_of_pathogenicity	--	9646.ENSAMEP00000001872 COG5347@1|root,KOG0705@2759|Eukaryota GTPase activator activity	--	BAC38820.1 unnamed protein product [Mus musculus]	PF04217.17|DUF412|Protein of unknown function, DUF412
ENSMUSG00000081382(Rpl18-ps1)	1793.29652119611	-1.07820780635619	2.85984432495644e-14	3.84112840895711e-12	Down	1447	1258	2409	1937	sp|P62718|RL18A_RAT Large ribosomal subunit protein eL20 OS=Rattus norvegicus OX=10116 GN=Rpl18a PE=1 SV=1	GO:0003735 structural constituent of ribosome molecular_function|GO:0002181 cytoplasmic translation biological_process|GO:0097327 response to antineoplastic agent biological_process|GO:0005737 cytoplasm cellular_component|GO:0022625 cytosolic large ribosomal subunit cellular_component|GO:0022626 cytosolic ribosome cellular_component|GO:0042788 obsolete polysomal ribosome cellular_component|GO:0014069 postsynaptic density cellular_component|GO:0005840 ribosome cellular_component|GO:0045202 synapse cellular_component	mmu:76808 K02882 large subunit ribosomal protein L18Ae mmu03010 Ribosome|:::|mmu05171 Coronavirus disease - COVID-19	--	VFG013474(gb|WP_010944479)	J9VK04|PHI:10009_PHI:10332|Atg13_(cnag_00778)|5207|Cryptococcus_neoformans|unaffected_pathogenicity_reduced_virulence	--	10042.XP_006989197.1 COG2157@1|root,KOG0829@2759|Eukaryota,38FEA@33154|Opisthokonta,3BD11@33208|Metazoa,3CVTY@33213|Bilateria,486BM@7711|Chordata,49261@7742|Vertebrata,3JCPM@40674|Mammalia,35KIM@314146|Euarchontoglires,4PZPB@9989|Rodentia cytoplasmic translation	--	NP_084027.1 large ribosomal subunit protein eL20 [Mus musculus]	PF01775.21|Ribosomal_L18A|Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A
ENSMUSG00000026270(Capn10)	11.655862884292	-1.84811840705128	0.0464383881055911	NA	Down	9	3	15	17	sp|Q9ESK3|CAN10_MOUSE Calpain-10 OS=Mus musculus OX=10090 GN=Capn10 PE=2 SV=2	GO:0004198 calcium-dependent cysteine-type endopeptidase activity molecular_function|GO:0008092 cytoskeletal protein binding molecular_function|GO:0000149 SNARE binding molecular_function|GO:0000422 autophagy of mitochondrion biological_process|GO:0032869 cellular response to insulin stimulus biological_process|GO:0007005 mitochondrion organization biological_process|GO:0043065 positive regulation of apoptotic process biological_process|GO:0046326 positive regulation of glucose import biological_process|GO:0032024 positive regulation of insulin secretion biological_process|GO:0032388 positive regulation of intracellular transport biological_process|GO:2000676 positive regulation of type B pancreatic cell apoptotic process biological_process|GO:0030163 protein catabolic process biological_process|GO:0006508 proteolysis biological_process|GO:0032956 regulation of actin cytoskeleton organization biological_process|GO:0031667 response to nutrient levels biological_process|GO:0097050 type B pancreatic cell apoptotic process biological_process|GO:0005938 cell cortex cellular_component|GO:0005737 cytoplasm cellular_component|GO:0005829 cytosol cellular_component|GO:0005743 mitochondrial inner membrane cellular_component|GO:0005759 mitochondrial matrix cellular_component|GO:0005741 mitochondrial outer membrane cellular_component|GO:0005739 mitochondrion cellular_component|GO:0005886 plasma membrane cellular_component	mmu:23830 K08579 calpain-10 [EC:3.4.22.-] --	ARO:3002338|GES-9|AAY43207.1	VFG043013(gb|NP_250148)	G2XHI2|PHI:7172|Clp-1|27337|Verticillium_dahliae|reduced_virulence	--	10036.XP_005077269.1 KOG0045@1|root,KOG0045@2759|Eukaryota,39MX6@33154|Opisthokonta,3BGJC@33208|Metazoa,3D2UJ@33213|Bilateria,482DQ@7711|Chordata,48XS4@7742|Vertebrata,3J55F@40674|Mammalia,35JMC@314146|Euarchontoglires,4PSZW@9989|Rodentia calcium-dependent cysteine-type endopeptidase activity	--	EDL39980.1 calpain 10, isoform CRA_a [Mus musculus]	PF00648.25|Peptidase_C2|Calpain family cysteine protease
ENSMUSG00000086925(Gm6286)	161.630278068127	-1.22281198589925	7.34545875623117e-06	0.000123323366149537	Down	132	96	213	189	sp|P12970|RL7A_MOUSE Large ribosomal subunit protein eL8 OS=Mus musculus OX=10090 GN=Rpl7a PE=1 SV=2	GO:0003723 RNA binding molecular_function|GO:0003735 structural constituent of ribosome molecular_function|GO:0002181 cytoplasmic translation biological_process|GO:0000470 maturation of LSU-rRNA biological_process|GO:0140242 translation at postsynapse biological_process|GO:0140236 translation at presynapse biological_process|GO:0005737 cytoplasm cellular_component|GO:0005829 cytosol cellular_component|GO:0022625 cytosolic large ribosomal subunit cellular_component|GO:0022626 cytosolic ribosome cellular_component|GO:0016020 membrane cellular_component|GO:0005730 nucleolus cellular_component|GO:0042788 obsolete polysomal ribosome cellular_component|GO:0098794 postsynapse cellular_component|GO:0098793 presynapse cellular_component|GO:0005840 ribosome cellular_component|GO:0045202 synapse cellular_component	mmu:27176 K02936 large subunit ribosomal protein L7Ae mmu03010 Ribosome|:::|mmu05171 Coronavirus disease - COVID-19	--	VFG046465(gb|WP_003028672)	I1RDQ0|PHI:9241|Fghyd2_(fgsg_01764)|5518|Fusarium_graminearum|reduced_virulence	WP_020449718_1|COG1358|Ribosomal protein L7Ae or related RNA K-turn-binding protein	10090.ENSMUSP00000099962 COG1358@1|root,KOG3166@2759|Eukaryota,38EEJ@33154|Opisthokonta,3BAKG@33208|Metazoa,3CY8U@33213|Bilateria,488QM@7711|Chordata,4938G@7742|Vertebrata,3J3ZM@40674|Mammalia,35GD4@314146|Euarchontoglires,4Q7AF@9989|Rodentia Ribosomal protein L7Ae/L30e/S12e/Gadd45 family	--	NP_038749.1 large ribosomal subunit protein eL8 [Mus musculus]	PF01248.30|Ribosomal_L7Ae|Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
ENSMUSG00000026688(Mgst3)	268.547724369937	-1.19053842983655	5.35342507284593e-08	1.58682903193737e-06	Down	205	179	380	289	sp|Q9CPU4|MGST3_MOUSE Glutathione S-transferase 3, mitochondrial OS=Mus musculus OX=10090 GN=Mgst3 PE=1 SV=1	GO:0004602 glutathione peroxidase activity molecular_function|GO:0004364 glutathione transferase activity molecular_function|GO:0042802 identical protein binding molecular_function|GO:0004464 leukotriene-C4 synthase activity molecular_function|GO:0019369 arachidonic acid metabolic process biological_process|GO:0019370 leukotriene biosynthetic process biological_process|GO:0006629 lipid metabolic process biological_process|GO:0006692 prostanoid metabolic process biological_process|GO:0005783 endoplasmic reticulum cellular_component|GO:0043231 intracellular membrane-bounded organelle cellular_component|GO:0016020 membrane cellular_component|GO:0005741 mitochondrial outer membrane cellular_component|GO:0005635 nuclear envelope cellular_component	mmu:66447 K00799 glutathione S-transferase [EC:2.5.1.18] mmu00480 Glutathione metabolism|:::|mmu00980 Metabolism of xenobiotics by cytochrome P450|:::|mmu00982 Drug metabolism - cytochrome P450|:::|mmu00983 Drug metabolism - other enzymes|:::|mmu01100 Metabolic pathways|:::|mmu01524 Platinum drug resistance|:::|mmu05200 Pathways in cancer|:::|mmu05204 Chemical carcinogenesis - DNA adducts|:::|mmu05207 Chemical carcinogenesis - receptor activation|:::|mmu05208 Chemical carcinogenesis - reactive oxygen species|:::|mmu05225 Hepatocellular carcinoma|:::|mmu05418 Fluid shear stress and atherosclerosis	--	--	I1RCX3|PHI:1540|Gzmyb004|5518|Fusarium_graminearum|unaffected_pathogenicity	--	10090.ENSMUSP00000028005 2CUIV@1|root,2S4E5@2759|Eukaryota,3A62W@33154|Opisthokonta,3BQWP@33208|Metazoa,3D4QM@33213|Bilateria,48A3D@7711|Chordata,495J3@7742|Vertebrata,3J52C@40674|Mammalia,35F8G@314146|Euarchontoglires,4PSD9@9989|Rodentia microsomal glutathione S-transferase 3	--	NP_079845.1 glutathione S-transferase 3, mitochondrial [Mus musculus]	--
ENSMUSG00000026674(Ddr2)	13.2725643045785	2.25658583870785	0.0129127761385596	NA	Up	23	28	3	5	sp|P11369|LORF2_MOUSE LINE-1 retrotransposable element ORF2 protein OS=Mus musculus OX=10090 GN=Pol PE=1 SV=2	GO:0004519 endonuclease activity molecular_function|GO:0046872 metal ion binding molecular_function|GO:0003964 RNA-directed DNA polymerase activity molecular_function|GO:0006310 DNA recombination biological_process	mpah:110316124 -- -- --	--	VFG042368(gb|AAP21063)	S8GBI7|PHI:123670|Tgme49_315910|5811|Toxoplasma_gondii|effector_(plant_avirulence_determinant)	--	10116.ENSRNOP00000064619 KOG1075@1|root,KOG1075@2759|Eukaryota,39RKB@33154|Opisthokonta,3BK61@33208|Metazoa,3E43G@33213|Bilateria,48JXY@7711|Chordata,49GK2@7742|Vertebrata,3JJ5B@40674|Mammalia,35U9R@314146|Euarchontoglires Reverse transcriptase (RNA-dependent DNA polymerase)	--	AAC72810.1 ORF2 [Mus musculus domesticus]	PF00754.29|F5_F8_type_C|F5/8 type C domain
ENSMUSG00000033813(Tcea1)	4.26777034164638	3.85821300273256	0.044973525343651	NA	Up	12	7	1	0	sp|Q4KLL0|TCEA1_RAT Transcription elongation factor A protein 1 OS=Rattus norvegicus OX=10116 GN=Tcea1 PE=1 SV=1	GO:0003677 DNA binding molecular_function|GO:0008270 zinc ion binding molecular_function|GO:0006351 DNA-templated transcription biological_process|GO:0030218 erythrocyte differentiation biological_process|GO:0045893 positive regulation of DNA-templated transcription biological_process|GO:0045944 positive regulation of transcription by RNA polymerase II biological_process|GO:0006368 transcription elongation by RNA polymerase II biological_process|GO:0005654 nucleoplasm cellular_component|GO:0005634 nucleus cellular_component|GO:0005669 transcription factor TFIID complex cellular_component	mmu:15354 K11296 high mobility group protein B3 --	--	--	V6QWX8|PHI:1626|Gztf2s001|5518|Fusarium_graminearum|unaffected_pathogenicity	--	109478.XP_005857372.1 COG1594@1|root,KOG1105@2759|Eukaryota,38FB2@33154|Opisthokonta,3BCWK@33208|Metazoa,3CSWZ@33213|Bilateria,483ZR@7711|Chordata,492SY@7742|Vertebrata,3J99H@40674|Mammalia positive regulation of exoribonuclease activity	--	XP_028629228.1 transcription elongation factor A protein 1 [Grammomys surdaster]	PF07500.18|TFIIS_M|Transcription factor S-II (TFIIS), central domain
ENSMUSG00000101496(Gm8885)	137.454140508142	-1.04143254964128	0.000209132994241802	0.00224153019763408	Down	115	96	181	149	--	--	mcal:110308875 K02877 large subunit ribosomal protein L15e mcal03010 Ribosome|:::|mcal05171 Coronavirus disease - COVID-19	--	--	A1TNV7|PHI:123719|Bara_(aave_2063)|80869|Paracidovorax_citrulli|increased_virulence_(hypervirulence)	--	--	--	KAF5910905.1 hypothetical protein HPG69_000869 [Diceros bicornis minor]	--
ENSMUSG00000046330(Rpl37a)	887.79925522263	-1.69496163825825	0.00015886968618211	0.00180640717251511	Down	670	324	1379	1051	sp|P61515|RL37A_RAT Large ribosomal subunit protein eL43 OS=Rattus norvegicus OX=10116 GN=Rpl37a PE=1 SV=2	GO:0070180 large ribosomal subunit rRNA binding molecular_function|GO:0046872 metal ion binding molecular_function|GO:0003735 structural constituent of ribosome molecular_function|GO:0006412 translation biological_process|GO:0005737 cytoplasm cellular_component|GO:0022625 cytosolic large ribosomal subunit cellular_component|GO:0022626 cytosolic ribosome cellular_component|GO:0045202 synapse cellular_component	mcal:110298880 K02921 large subunit ribosomal protein L37Ae mcal03010 Ribosome|:::|mcal05171 Coronavirus disease - COVID-19	--	--	B0XSF6|PHI:9564|Leua_(afub_027020)|746128|Aspergillus_fumigatus|reduced_virulence	--	9668.ENSMPUP00000016385 COG1997@1|root,KOG0402@2759|Eukaryota,3A5SK@33154|Opisthokonta,3BRQ5@33208|Metazoa,3D8GG@33213|Bilateria,48K64@7711|Chordata,49GX5@7742|Vertebrata,3JJTF@40674|Mammalia,3EX7X@33554|Carnivora Ribosomal L37ae protein family	--	XP_054875590.1 zinc finger protein 782 isoform X1 [Mus musculus]	PF01780.23|Ribosomal_L37ae|Ribosomal L37ae protein family
